student_id,school_math,sex_math,age_math,address_type_math,family_size_math,parent_status_math,mother_education_math,father_education_math,mother_job_math,father_job_math,school_choice_reason_math,guardian_math,travel_time_math,study_time_math,class_failures_math,school_support_math,family_support_math,extra_paid_classes_math,activities_math,nursery_school_math,higher_ed_math,internet_access_math,romantic_relationship_math,family_relationship_math,free_time_math,social_math,weekday_alcohol_math,weekend_alcohol_math,health_math,absences_math,grade_1_math,grade_2_math,final_grade_math,school_por,sex_por,age_por,address_type_por,family_size_por,parent_status_por,mother_education_por,father_education_por,mother_job_por,father_job_por,school_choice_reason_por,guardian_por,travel_time_por,study_time_por,class_failures_por,school_support_por,family_support_por,extra_paid_classes_por,activities_por,nursery_school_por,higher_ed_por,internet_access_por,romantic_relationship_por,family_relationship_por,free_time_por,social_por,weekday_alcohol_por,weekend_alcohol_por,health_por,absences_por,grade_1_por,grade_2_por,final_grade_por
193,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,other,other,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,GP,M,16,Rural,Greater than 3,Living together,higher education,5th to 9th grade,teacher,services,other,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11
194,GP,M,16,Rural,Greater than 3,Living together,secondary education,secondary education,services,services,reputation,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,GP,M,17,Urban,Greater than 3,Living together,higher education,secondary education,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13
195,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,GP,M,16,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11
196,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,higher education,services,services,course,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,services,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13
197,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,services,teacher,home,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,higher education,services,services,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17
198,GP,M,16,Rural,Less than or equal to 3,Living together,secondary education,secondary education,teacher,other,home,father,30 min. to 1 hour,<2 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,GP,F,17,Urban,Less than or equal to 3,Living together,secondary education,secondary education,other,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14
199,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,services,teacher,home,mother,15 to 30 min.,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,GP,F,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16
200,GP,F,16,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,other,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14
201,GP,F,16,Urban,Greater than 3,Living together,higher education,secondary education,health,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,services,services,other,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11
202,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,reputation,mother,<15 min.,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16
203,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,GP,F,17,Urban,Greater than 3,Apart,secondary education,secondary education,health,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14
204,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10
205,GP,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,services,services,course,mother,<15 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13
206,GP,F,17,Urban,Greater than 3,Living together,secondary education,higher education,at_home,services,home,mother,<15 min.,5 to 10 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12
207,GP,F,16,Urban,Greater than 3,Apart,secondary education,primary education (4th grade),services,other,course,mother,<15 min.,2 to 5 hours,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,other,other,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12
208,GP,F,16,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,other,mother,<15 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,GP,M,16,Rural,Greater than 3,Living together,secondary education,secondary education,services,services,reputation,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10
209,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12
210,GP,F,17,Rural,Greater than 3,Living together,higher education,secondary education,teacher,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,higher education,services,services,course,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16
211,GP,F,19,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,reputation,other,<15 min.,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,services,teacher,home,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14
212,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,services,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,GP,M,16,Rural,Less than or equal to 3,Living together,secondary education,secondary education,teacher,other,home,father,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12
213,GP,F,16,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min.,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,services,teacher,home,mother,15 to 30 min.,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16
214,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,home,mother,<15 min.,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,GP,F,16,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11
215,GP,F,17,Rural,Less than or equal to 3,Living together,higher education,higher education,services,other,other,mother,<15 min.,<2 hours,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,GP,F,16,Urban,Greater than 3,Living together,higher education,secondary education,health,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15
216,GP,F,17,Urban,Less than or equal to 3,Living together,secondary education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,reputation,mother,<15 min.,2 to 5 hours,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12
217,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,other,other,reputation,mother,<15 min.,2 to 5 hours,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15
218,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,health,home,father,<15 min.,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13
219,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,other,home,father,15 to 30 min.,<2 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,GP,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
220,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,course,mother,<15 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,GP,F,17,Urban,Greater than 3,Living together,secondary education,higher education,at_home,services,home,mother,<15 min.,5 to 10 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8
221,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,GP,F,16,Urban,Greater than 3,Apart,secondary education,primary education (4th grade),services,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12
222,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,<15 min.,5 to 10 hours,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,GP,F,16,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,other,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15
223,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,services,teacher,other,mother,<15 min.,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13
224,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,GP,F,17,Rural,Greater than 3,Living together,higher education,secondary education,teacher,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12
225,GP,F,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,GP,F,19,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,reputation,other,<15 min.,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12
226,GP,F,18,Rural,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,reputation,mother,<15 min.,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,services,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12
227,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,GP,F,16,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13
228,GP,M,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,secondary education,services,services,reputation,father,<15 min.,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11
229,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,>1 hour,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,GP,F,17,Rural,Less than or equal to 3,Living together,higher education,higher education,services,other,other,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11
230,GP,F,17,Urban,Greater than 3,Apart,5th to 9th grade,primary education (4th grade),other,other,course,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,GP,F,17,Urban,Less than or equal to 3,Living together,secondary education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15
231,GP,F,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,other,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,other,other,reputation,mother,<15 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10
232,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,health,home,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10
233,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,reputation,mother,<15 min.,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,other,home,father,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13
234,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,health,other,reputation,father,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13
235,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11
236,GP,M,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12
237,GP,M,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,father,<15 min.,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,services,teacher,other,mother,<15 min.,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14
238,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,mother,15 to 30 min.,2 to 5 hours,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10
239,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,GP,F,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16
240,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,reputation,father,<15 min.,2 to 5 hours,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,GP,F,18,Rural,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,reputation,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
241,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17
242,GP,M,17,Rural,Less than or equal to 3,Apart,higher education,higher education,teacher,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,GP,M,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,secondary education,services,services,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11
243,GP,M,16,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,other,course,mother,<15 min.,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,>1 hour,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11
244,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,services,services,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,GP,F,17,Urban,Greater than 3,Apart,5th to 9th grade,primary education (4th grade),other,other,course,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
245,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,other,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,GP,F,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,other,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12
246,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,30 min. to 1 hour,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13
247,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,reputation,mother,<15 min.,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13
248,GP,M,22,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,other,mother,<15 min.,<2 hours,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,health,other,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14
249,GP,M,18,Rural,Less than or equal to 3,Living together,secondary education,secondary education,other,services,course,mother,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9
250,GP,M,16,Urban,Greater than 3,Living together,none,5th to 9th grade,other,other,other,mother,<15 min.,<2 hours,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,GP,M,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12
251,GP,M,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,course,mother,15 to 30 min.,<2 hours,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,GP,M,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,father,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16
252,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,reputation,other,30 min. to 1 hour,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10
253,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,other,mother,<15 min.,<2 hours,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,GP,F,16,Urban,Greater than 3,Apart,higher education,primary education (4th grade),other,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13
254,GP,M,16,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,GP,F,18,Urban,Less than or equal to 3,Apart,5th to 9th grade,higher education,services,other,course,mother,15 to 30 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10
255,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,GP,F,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,at_home,services,course,mother,<15 min.,2 to 5 hours,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10
256,GP,M,17,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),health,other,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,course,mother,15 to 30 min.,<2 hours,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7
